TAZ,yosh,in_jerusalem_metropolin,jerusalem_city,sector,hh_total,pop,age0_4,age5_9,age10_14,age15_19,age20_24,age25_29,age30_34,age35_39,age40_44,age45_49,age50_54,age55_59,age60_64,age65_69,age70_74,age75up,emp_tot,indus,com_hotel,business,public,education,agri,student,univ,UO_Hi_Ed,pop_emp_employed
6401,0,1,1,arabs_behined_seperation_wall,7624.007848,39666.14617,3323.1252,3293.31439,3381.240767,3782.445474,3441.615269,3412.387979,3180.860153,2595.067487,2490.494744,2554.296385,2198.163089,1714.162617,1280.412643,825.3780211,844.5224014,1348.659552,5412.787725,0,2227.735093,742.5783644,742.5783644,1699.895903,0,11899.27132,0,0,11953.06782
1206,0,1,1,Arab,1911.663124,7969.165052,664.3421105,658.3824867,675.9602759,680.5503531,611.5822543,606.3885035,556.4135619,518.7925544,497.8869092,510.6418052,439.4454672,342.6865803,255.9735148,247.5079978,253.248867,449.3618101,1261.992228,93.09799415,372.3919766,186.1959883,279.2939825,331.0122867,0,2317.086007,0,0,2303.117606
1201,0,1,1,Arab,4038.099782,16714.43497,1393.383489,1380.883842,1417.751295,1427.37847,1282.725574,1271.832261,1167.015394,1088.109527,1044.262267,1071.014239,921.68786,718.7468855,536.8759009,519.120423,531.161256,942.4862833,2643.509776,196.6554594,983.2772968,393.3109187,393.3109187,676.9551823,0,4738.686276,0,0,4830.532334
2203,0,1,1,Arab,1774.737078,7331.860694,618.1854133,612.639848,628.9963798,633.2675509,569.0911695,564.2582665,517.7554489,482.7482476,463.2950702,475.1637904,408.9139819,318.8776414,238.1891657,230.31181,235.6538191,334.5130912,265.7493447,0,0,0,0,265.7493447,0,1860.245413,0,0,2137.48339
2303,0,1,1,Arab,3697.023282,15661.33647,1279.562331,1268.083742,1301.939607,1310.780368,1325.186682,1167.940245,1071.685541,999.2252483,958.9597349,983.5264216,846.3980493,825.0433637,493.0201807,476.7150925,487.7723473,865.4975142,2354.744967,90.02251691,990.247686,360.0900676,360.0900676,554.2946288,0,3880.062402,0,0,4550.178714
2101,0,1,1,Arab,2694.104537,13101.28153,1105.752072,1095.832685,1125.089715,1132.729585,1145.179006,1009.292251,926.1123737,863.4947762,828.6987574,849.9284107,731.4269684,570.3784093,426.0504338,411.9601589,281.0102957,598.3456351,1827.300252,0,721.6159002,328.0072274,262.4057819,515.2713429,0,3606.899401,0,0,3835.264488
3605,0,1,1,Arab,653.7877214,2669.536603,221.51745,219.53028,200.3479087,201.708362,203.9252657,176.9192841,185.529882,172.9855776,166.0148239,170.2678014,175.8338141,142.8312616,85.35150695,82.52877494,84.4430036,179.8016065,392.2946344,0,206.9565032,47.75919305,63.67892406,73.90001406,0,517.3000984,0,0,783.4077164
2505,0,1,1,Arab,1477.930707,6547.86435,546.6369728,541.7332482,556.1966841,559.9735121,566.1279786,498.9513244,457.8307174,498.0211021,409.673553,420.1685941,361.586502,281.9709182,210.6212824,203.6556475,138.9195836,295.7967296,1759.791726,35.98761271,395.8637398,143.9504508,143.9504508,1040.039472,0,7280.276305,0,0,1934.58178
2404,0,1,1,Arab,2519.372469,11264.0779,940.3617905,931.9260727,956.8070506,963.3042049,973.8915333,858.3297218,787.5912802,856.7294907,704.7480778,722.8023554,622.0254893,485.065392,362.3249361,350.3421811,238.9788376,508.8494854,1556.759303,61.34671962,674.8139158,245.3868785,245.3868785,329.8249105,0,2308.774374,0,0,3327.998063
6402,0,1,1,arabs_behined_seperation_wall,4969.56216,25225.32347,2085.064891,2066.360367,2121.528978,2135.935123,2159.410414,1903.175124,1995.801972,1899.626931,1562.638432,1602.670195,1379.217575,1075.535851,803.3833476,776.8139761,529.8879526,1128.272339,3397.257069,0,1452.106063,484.0353544,484.0353544,977.0802967,0,6839.562077,0,0,7514.48793
209,0,1,1,Arab,251.4558062,1158.109439,84.97190914,84.20965034,86.45791714,87.04500566,77.00147512,76.34755413,68.62573894,62.20833894,59.70154609,73.47718056,63.23260965,61.63724621,73.66499169,47.48583621,48.58725507,103.4551845,1707.717571,0,1013.834552,168.9724253,506.9172758,17.99331779,0,125.9532245,0,0,333.2648688
206,0,1,1,Arab,206.6608904,976.9808261,71.68228076,71.03923944,72.93587673,73.43114445,64.95842467,64.40677709,57.89265577,52.47893878,50.36420898,61.98533068,53.34301328,51.9971651,62.1437681,40.05903925,40.98819591,87.27476711,2320.240569,0,1342.323464,447.4411546,447.4411546,83.03479598,0,581.2435719,0,0,281.1421578
205,0,1,1,Arab,435.6986148,2063.474084,151.3996229,150.04146,154.0473338,155.0933852,137.1982154,136.0330846,122.2746564,110.8403842,106.3738788,130.9187653,112.6653897,109.8228336,131.2533998,84.60840494,86.57086995,184.3323997,2868.726388,0,1633.107724,544.3692415,544.3692415,146.8801804,0,1028.161263,0,0,593.7983031
202,0,1,1,Arab,260.6230898,1206.925998,88.5536399,87.75925041,90.10228601,90.71412145,80.24723663,79.5657516,71.51844692,64.83054107,62.21808204,76.57438622,65.89798677,64.23537567,76.77011394,49.4874563,50.63530209,107.8160212,1459.799994,0,484.0494817,242.0247409,484.0494817,249.6762901,0,1747.734031,0,0,347.3126293
3607,0,1,1,Arab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6504,0,1,1,Arab,70.29036921,316.3169079,26.01635974,25.78297439,23.53007976,23.68985969,23.95022637,23.74683344,21.78976037,20.31648079,19.49779298,19.99728858,20.65099504,16.77497409,13.36560173,9.692682441,9.917501123,17.59749731,1728.51189,0,343.7492571,1031.247771,343.7492571,9.765604547,0,68.35923183,0,0,95.19407855
1303,0,1,1,Arab,935.8176355,4211.174232,349.5541105,346.4183601,316.1486151,318.2954078,321.7936775,279.1782905,292.7657973,272.9709092,261.9710732,268.6822635,231.221184,225.3874564,179.579352,130.2302483,133.2508974,283.7265896,1941.210787,261.8756439,523.7512879,349.1675253,611.0431692,195.3731611,0,1367.612128,0,0,1235.483957
6503,0,1,1,Arab,1184.536171,5330.3974,438.4132901,434.4804094,396.5158765,399.2083994,403.5959546,400.1684896,367.1889776,342.3620859,328.5660122,336.9832355,347.9991349,282.6825757,225.2297203,163.3357181,167.124238,296.5432817,233.48766,0,0,0,0,233.48766,0,1634.41362,0,0,1604.157907
6505,0,1,1,Arab,2297.111808,10337.01851,850.1967027,842.5698302,768.9467869,774.1682848,782.6768886,776.0301478,712.0743486,663.9285877,637.1744344,653.4976064,674.8602829,548.1945899,436.7786513,316.7501808,324.0971004,575.0740818,1417.903983,0,615.2813977,279.6733626,223.7386901,299.2105329,0,2094.47373,0,0,3110.876868
6701,0,1,1,Arab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242.046821,621.0234104,372.6140463,124.2046821,124.2046821,0,0,0,0,0,0
6703,0,1,1,Arab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4501.060263,2250.530131,1350.318079,450.1060263,450.1060263,0,0,0,0,0,0
6702,0,1,1,Arab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359.098068,658.8347482,395.3008489,131.7669496,131.7669496,41.42857143,0,290,0,0,0
6610,0,1,1,Arab,253.8315867,1046.190844,86.18324734,85.41012198,87.6904395,78.47635325,79.33885848,78.66508769,72.18197803,67.30150977,64.58947877,66.24413582,57.00803365,55.56971673,44.2756393,32.10852158,32.85326852,58.29445313,581.9763586,30.90399568,61.80799135,6.180799135,18.54239741,458.3603759,6.180799135,3208.522631,0,0,309.1609936
