TAZ,yosh,in_jerusalem_metropolin,jerusalem_city,sector,hh_total,pop,age0_4,age5_9,age10_14,age15_19,age20_24,age25_29,age30_34,age35_39,age40_44,age45_49,age50_54,age55_59,age60_64,age65_69,age70_74,age75up,emp_tot,indus,com_hotel,business,public,education,agri,student,univ,UO_Hi_Ed,pop_emp_employed
6401,0,1,1,arabs_behined_seperation_wall,7504,39041.77,3865.521782,3865.521782,3865.521782,3865.521782,3478.969604,3092.417426,2705.865248,2705.865248,2705.865248,2319.313069,1546.208713,1159.656535,1159.656535,773.1043564,773.1043564,1159.656535,5747.707604,0,2192.6688,730.8896,730.8896,2093.259604,0,14652.81723,0,0,10516.69318
1206,0,1,1,Arab,1872.29,7805.03,772.7752475,695.4977228,695.4977228,695.4977228,618.220198,540.9426733,540.9426733,540.9426733,540.9426733,463.6651485,386.3876238,309.110099,231.8325743,231.8325743,231.8325743,309.110099,1283.508383,91.180523,364.722092,182.361046,273.541569,371.7031527,0,2601.922069,0,0,2132.488751
1201,0,1,1,Arab,3954.93,16370.18,1620.809901,1458.728911,1458.728911,1458.728911,1296.647921,1134.566931,1134.566931,1134.566931,1134.566931,972.4859406,810.4049505,648.3239604,486.2429703,486.2429703,486.2429703,648.3239604,2710.242476,192.605091,963.025455,385.210182,385.210182,784.1915662,0,5489.340964,0,0,4472.657338
2203,0,1,1,Arab,1740.43,7190.13,711.8940594,711.8940594,640.7046535,640.7046535,569.5152475,569.5152475,498.3258416,498.3258416,427.1364356,427.1364356,355.9470297,284.7576238,213.5682178,213.5682178,142.3788119,284.7576238,327.9591355,0,0,0,0,327.9591355,0,2295.713949,0,0,1959.701967
2303,0,1,1,Arab,3619.66,15333.61,1518.179208,1366.361287,1366.361287,1366.361287,1366.361287,1214.543366,1062.725446,910.9075248,1062.725446,910.9075248,759.089604,607.2716832,455.4537624,455.4537624,303.6358416,607.2716832,2436.832743,88.138721,969.525931,352.554884,352.554884,674.0583232,0,4718.408262,0,0,4204.749134
2101,0,1,1,Arab,2644.7,12861.03,1273.369307,1273.369307,1273.369307,1273.369307,1146.032376,1018.695446,891.3585149,764.0215842,764.0215842,764.0215842,636.6846535,382.0107921,382.0107921,382.0107921,254.6738614,382.0107921,1819.382164,0,708.382895,321.992225,257.59378,531.4132638,0,3719.892847,0,0,3406.313831
3605,0,1,1,Arab,637.37,2602.5,236.5909091,236.5909091,236.5909091,236.5909091,210.3030303,184.0151515,157.7272727,157.7272727,184.0151515,157.7272727,131.4393939,105.1515152,78.86363636,78.86363636,78.86363636,131.4393939,398.6529575,0,201.7594735,46.5598785,62.079838,88.25376749,0,617.7763725,0,0,699.6781818
2505,0,1,1,Arab,1449.56,6422.17,635.8584158,635.8584158,635.8584158,635.8584158,572.2725743,508.6867327,445.1008911,445.1008911,445.1008911,317.9292079,254.3433663,190.7575248,190.7575248,190.7575248,127.1716832,190.7575248,1745.975192,35.296786,388.264646,141.187144,141.187144,1040.039472,0,7280.276305,0,0,1700.946697
2404,0,1,1,Arab,2471.01,11047.85,1093.846535,1093.846535,1093.846535,1093.846535,984.4618812,875.0772277,765.6925743,765.6925743,765.6925743,546.9232673,437.5386139,328.1539604,328.1539604,328.1539604,218.7693069,328.1539604,1559.067279,60.1690935,661.8600285,240.676374,240.676374,355.6854088,0,2489.797861,0,0,2926.083234
6402,0,1,1,arabs_behined_seperation_wall,4874.22,24741.37,2449.640594,2449.640594,2449.640594,2449.640594,2204.676535,1959.712475,1714.748416,1714.748416,1469.784356,1224.820297,1224.820297,734.8921782,734.8921782,734.8921782,489.9281188,734.8921782,3581.680902,0,1424.247084,474.749028,474.749028,1207.935762,0,8455.550335,0,0,6552.886575
