TAZ,yosh,in_jerusalem_metropolin,jerusalem_city,sector,hh_total,pop,age0_4,age5_9,age10_14,age15_19,age20_24,age25_29,age30_34,age35_39,age40_44,age45_49,age50_54,age55_59,age60_64,age65_69,age70_74,age75up,emp_tot,indus,com_hotel,business,public,education,agri,student,univ,UO_Hi_Ed,pop_emp_employed
6401,0,1,1,arabs_behined_seperation_wall,6956.388858,36192.66176,4255.007949,4346.173353,4106.519412,3595.312531,3057.96179,2987.437017,3019.339173,2699.058397,1925.152904,1535.290864,1164.629353,1170.913918,799.8031271,726.5341168,398.8267483,404.7011046,4938.351382,0,2032.656824,677.5522748,677.5522748,1550.590008,0,10854.13006,0,0,8932.589126
1206,0,1,1,Arab,1722.8049,7170.699863,691.0364318,705.8421892,656.8162208,621.0554733,586.925921,573.3898404,579.5129392,518.0402648,443.402064,294.6740561,298.0421613,299.6504543,307.018347,209.1695719,153.096587,233.0273413,1160.488263,83.90059864,335.6023946,167.8011973,251.7017959,321.482277,0,2250.375939,0,0,1913.064582
1201,0,1,1,Arab,3710.38897,15357.97986,1480.040137,1511.750643,1406.748363,1330.157116,1257.059513,1228.06836,1241.182621,1109.522377,949.6646213,631.123643,638.3373448,641.7819364,657.5622576,447.9928227,327.8974639,499.0906443,2449.71657,180.6959428,903.4797141,361.3918856,361.3918856,642.7571417,0,4499.299992,0,0,4097.341665
2203,0,1,1,Arab,1632.239013,6743.167317,656.5012825,670.5671092,623.9912565,590.0176835,557.5937854,544.7341822,550.5512739,492.1507501,421.2426585,349.9343285,283.1472439,284.6751611,218.7561277,132.4774265,145.4454513,221.3815963,231.6603439,0,0,0,0,231.6603439,0,1621.622408,0,0,1811.528617
2303,0,1,1,Arab,3172.813558,13383.61801,1318.160262,1346.402421,1252.8848,1184.670746,1119.568217,1093.747981,1105.427865,988.1680034,845.7947422,562.0942878,568.5189886,571.5868268,439.2308777,398.993461,292.0335714,296.3349611,2030.934008,77.25801013,849.8381114,309.0320405,309.0320405,485.7738051,0,3400.416636,0,0,3565.445936
2101,0,1,1,Arab,1575.93524,7986.961418,852.9826953,871.258222,817.4990757,780.7978333,664.1008034,648.7848636,655.7130887,586.1573731,501.7049961,333.4207443,252.9237911,254.2886167,260.5411393,157.7821842,173.2272554,175.7787357,1270.847502,0,422.1142541,191.8701155,153.4960924,503.3670396,0,3523.569277,0,0,2037.540581
3605,0,1,1,Arab,463.2093068,1834.690961,181.7682234,168.7842609,155.4903343,145.209453,135.0853839,150.8228044,152.4334066,136.2638122,116.6311959,77.51021105,78.39614768,78.81918843,80.7572176,55.01935893,60.40512484,61.29483756,286.0325073,0,146.6289061,33.83743986,45.11658648,60.44957492,0,423.1470245,0,0,498.2685989
2505,0,1,1,Arab,1352.738548,5993.20961,633.4179941,646.9892512,607.0681475,579.8141042,554.8003215,481.7823494,486.9271928,435.2756856,310.4683659,247.5955259,250.4255265,188.8326533,193.4757256,117.1677634,128.6371473,130.5318558,1698.823145,32.93918365,362.3310201,131.7567346,131.7567346,1040.039472,0,7280.276305,0,0,1523.675699
2404,0,1,1,Arab,1302.280083,5793.344813,612.2944281,625.4131036,586.8233105,560.4781498,536.2985402,465.7156109,470.6888813,420.7598765,300.1146988,239.3385763,242.0742006,182.5353598,187.0235924,113.2603895,124.3472861,126.1788089,920.7146728,31.71052001,348.8157202,126.8420801,126.8420801,286.5042725,0,2005.529907,0,0,1472.863337
6402,0,1,1,arabs_behined_seperation_wall,4456.336928,22672.39434,2397.118878,2448.478197,2297.400027,2194.259317,2099.596691,1823.266114,1842.736356,1647.265428,1409.930734,937.0051289,947.7150361,714.621817,732.1931465,443.4118705,243.4084104,493.9871912,3028.219383,0,1302.14165,434.0472168,434.0472168,857.9832992,0,6005.883094,0,0,5868.303886
